Timestamp Start,Emotion,Image,Timestamp End
1552472064,Smile,n01580077_2121.JPEG,1552472066
1552472066,Smile,n02093256_14809.JPEG,1552472068
1552472068,N/A,n02099712_3366.JPEG,1552472070
1552472070,Neutral,n03062245_73.JPEG,1552472072
1552472072,Neutral,n02105505_1191.JPEG,1552472074
1552472074,Smile,n02970849_3052.JPEG,1552472076
1552472076,Neutral,n02028035_2782.JPEG,1552472079
1552472079,Smile,n01560419_8624.JPEG,1552472082
1552472082,Smile,n02111889_6595.JPEG,1552472085
1552472085,N/A,n03838899_32827.JPEG,1552472088
1552472088,Neutral,n02676566_8925.JPEG,1552472091
1552472091,Neutral,n02087394_5846.JPEG,1552472095
1552472095,Smile,n02110958_7505.JPEG,1552472099
1552472099,Neutral,n02488291_2742.JPEG,1552472103
1552472103,Neutral,n01532829_82.JPEG,1552472107
1552472107,Sad,n07697100_18026.JPEG,1552472111
1552472111,Smile,n02111500_4802.JPEG,1552472116
1552472116,Neutral,n01608432_8603.JPEG,1552472121
1552472121,Neutral,n01558993_1653.JPEG,1552472126
1552472126,Neutral,n09835506_19261.JPEG,1552472131
1552472131,Neutral,n03908714_9577.JPEG,1552472136
1552472136,Smile,n02091467_2856.JPEG,1552472142
1552472142,Sad,n02764044_26012.JPEG,1552472148
1552472148,Sad,n02088238_7585.JPEG,1552472154
1552472154,Sad,n03594945_8620.JPEG,1552472160
1552472160,Sad,n01749939_4627.JPEG,1552472166
1552472166,Neutral,n01843065_2113.JPEG,1552472173
1552472173,Smile,n04357314_10184.JPEG,1552472180
1552472180,Smile,n02509815_9487.JPEG,1552472187
1552472187,Sad,n03804744_1714.JPEG,1552472194
1552472194,Smile,n02086910_6787.JPEG,1552472201
1552472201,Neutral,n04334599_3843.JPEG,1552472209
1552472209,Neutral,n01514668_4792.JPEG,1552472217
1552472217,Smile,n03761084_42432.JPEG,1552472225
1552472225,Neutral,n01843383_10242.JPEG,1552472233
1552472233,Smile,n04074963_31104.JPEG,1552472241
1552472241,Neutral,n01616318_13627.JPEG,1552472250
1552472250,Smile,n03793489_7246.JPEG,1552472259
1552472259,Neutral,n02027492_5408.JPEG,1552472268
1552472268,Neutral,n01753488_5117.JPEG,1552472277
1552472277,Neutral,n03483316_17231.JPEG,1552472286
1552472286,Smile,n02123394_3770.JPEG,1552472296
1552472296,Neutral,n02488702_5061.JPEG,1552472306
1552472306,Sad,n03633091_14821.JPEG,1552472316
1552472316,Neutral,n01820546_6934.JPEG,1552472326
