Timestamp Start,Emotion,Image,Timestamp End
1552383107,Smile,n02099712_3366.JPEG,1552383109
1552383109,Neutral,n03483316_17231.JPEG,1552383111
1552383111,Smile,n02091467_2856.JPEG,1552383113
1552383113,Neutral,n02764044_26012.JPEG,1552383115
1552383115,N/A,n01608432_8603.JPEG,1552383117
1552383117,Sad,n03761084_42432.JPEG,1552383120
1552383120,Neutral,n02970849_3052.JPEG,1552383123
1552383123,Neutral,n02093256_14809.JPEG,1552383126
1552383126,Smile,n02123394_3770.JPEG,1552383129
1552383129,Neutral,n01558993_1653.JPEG,1552383132
1552383132,Smile,n07697100_18026.JPEG,1552383136
1552383136,Smile,n02105505_1191.JPEG,1552383140
1552383140,Neutral,n01580077_2121.JPEG,1552383144
1552383144,Neutral,n01820546_6934.JPEG,1552383148
1552383148,Neutral,n01532829_82.JPEG,1552383152
1552383152,Smile,n02509815_9487.JPEG,1552383157
1552383157,Smile,n02111889_6595.JPEG,1552383162
1552383162,Neutral,n03838899_32827.JPEG,1552383167
1552383167,Neutral,n03594945_8620.JPEG,1552383172
1552383172,Neutral,n03804744_1714.JPEG,1552383177
1552383177,Smile,n02087394_5846.JPEG,1552383183
1552383183,Neutral,n01514668_4792.JPEG,1552383189
1552383189,Neutral,n01753488_5117.JPEG,1552383195
1552383195,Smile,n03633091_14821.JPEG,1552383201
1552383201,Neutral,n02111500_4802.JPEG,1552383207
1552383207,Neutral,n03908714_9577.JPEG,1552383214
1552383214,Neutral,n03793489_7246.JPEG,1552383221
1552383221,Neutral,n02676566_8925.JPEG,1552383228
1552383228,Sad,n01749939_4627.JPEG,1552383235
1552383235,Neutral,n02028035_2782.JPEG,1552383242
1552383242,Neutral,n01843383_10242.JPEG,1552383250
1552383250,Neutral,n03062245_73.JPEG,1552383258
1552383258,Smile,n09835506_19261.JPEG,1552383266
1552383266,Smile,n04074963_31104.JPEG,1552383274
1552383274,Neutral,n01560419_8624.JPEG,1552383282
1552383282,Smile,n02086910_6787.JPEG,1552383291
1552383291,Neutral,n04357314_10184.JPEG,1552383300
1552383300,Sad,n02088238_7585.JPEG,1552383309
1552383309,Neutral,n02027492_5408.JPEG,1552383318
1552383318,Smile,n02488291_2742.JPEG,1552383327
1552383327,Smile,n02110958_7505.JPEG,1552383337
1552383337,Smile,n01616318_13627.JPEG,1552383347
1552383347,Neutral,n02488702_5061.JPEG,1552383357
1552383357,Neutral,n04334599_3843.JPEG,1552383367
1552383367,N/A,N/A,1552383377
