Timestamp Start,Emotion,Image,Timestamp End
1555496151,Smile,n04252225_23779.JPEG,1555496156
1555496156,Sad,n02328150_10460.JPEG,1555496161
1555496161,Smile,n03792782_25799.JPEG,1555496166
1555496166,Sad,n02804414_4311.JPEG,1555496171
1555496171,Smile,n04273569_26577.JPEG,1555496176
1555496176,Neutral,n04509417_2300.JPEG,1555496181
1555496181,Neutral,n04429376_5135.JPEG,1555496186
1555496186,Smile,n04254120_264.JPEG,1555496191
1555496191,Smile,n01726692_2575.JPEG,1555496196
1555496196,Smile,n02802426_681.JPEG,1555496201
1555496201,Neutral,n01692333_1142.JPEG,1555496206
1555496206,Smile,n07718472_20626.JPEG,1555496211
1555496211,Neutral,n02690373_3326.JPEG,1555496216
1555496216,Smile,n03710721_2433.JPEG,1555496221
1555496221,Sad,n02108551_8879.JPEG,1555496226
1555496226,Sad,n04335209_8801.JPEG,1555496231
1555496231,Smile,n01687978_6809.JPEG,1555496236
1555496236,Smile,n01689811_2071.JPEG,1555496241
1555496241,Smile,n03770439_1383.JPEG,1555496246
1555496246,Smile,n02487347_10991.JPEG,1555496251
1555496251,Sad,n03038685_2722.JPEG,1555496256
1555496256,Sad,n02084071_1558.JPEG,1555496261
1555496261,Smile,n07745940_11210.JPEG,1555496266
1555496266,Sad,n02089078_1583.JPEG,1555496271
1555496271,Neutral,n02107908_2534.JPEG,1555496276
1555496276,Smile,n02880940_5829.JPEG,1555496281
1555496281,Sad,n04357314_3842.JPEG,1555496286
1555496286,Smile,n02013706_2674.JPEG,1555496291
1555496291,Sad,n02101006_4093.JPEG,1555496296
1555496296,Smile,n07742313_5751.JPEG,1555496301
1555496301,Smile,n03720891_5140.JPEG,1555496306
1555496306,Smile,n01693334_10839.JPEG,1555496311
1555496311,Smile,n04591713_19098.JPEG,1555496316
1555496316,Smile,n02124075_843.JPEG,1555496321
1555496321,Smile,n01514668_7269.JPEG,1555496326
1555496326,Sad,n02112350_6940.JPEG,1555496331
1555496331,Smile,n02076196_6918.JPEG,1555496336
1555496336,Neutral,n04442312_11458.JPEG,1555496341
1555496341,Smile,n07880968_5785.JPEG,1555496346
1555496346,Sad,n02097658_1716.JPEG,1555496351
1555496351,Smile,n01855032_4022.JPEG,1555496356
1555496356,Smile,n04606251_11385.JPEG,1555496361
1555496361,Neutral,n03128519_10774.JPEG,1555496366
1555496366,Sad,n02102040_2991.JPEG,1555496371
1555496371,Sad,n02086910_6415.JPEG,1555496376
