Timestamp Start,Emotion,Image,Timestamp End
1555498130,Smile,n03792782_25799.JPEG,1555498135
1555498135,Smile,n03770439_1383.JPEG,1555498140
1555498140,Smile,n07880968_5785.JPEG,1555498145
1555498145,Sad,n02804414_4311.JPEG,1555498150
1555498150,Neutral,n03710721_2433.JPEG,1555498155
1555498155,Neutral,n02084071_1558.JPEG,1555498160
1555498160,Smile,n02076196_6918.JPEG,1555498165
1555498165,Smile,n02328150_10460.JPEG,1555498170
1555498170,Smile,n07745940_11210.JPEG,1555498175
1555498175,Neutral,n01689811_2071.JPEG,1555498180
1555498180,Neutral,n02086910_6415.JPEG,1555498185
1555498185,Neutral,n01687978_6809.JPEG,1555498190
1555498190,Neutral,n02013706_2674.JPEG,1555498195
1555498195,Smile,n02112350_6940.JPEG,1555498200
1555498200,Sad,n02880940_5829.JPEG,1555498205
1555498205,Neutral,n03720891_5140.JPEG,1555498210
1555498210,Smile,n02690373_3326.JPEG,1555498215
1555498215,Neutral,n01693334_10839.JPEG,1555498220
1555498220,Smile,n02107908_2534.JPEG,1555498225
1555498225,N/A,n03038685_2722.JPEG,1555498230
1555498230,Neutral,n04429376_5135.JPEG,1555498235
1555498235,Smile,n02102040_2991.JPEG,1555498240
1555498240,Neutral,n04591713_19098.JPEG,1555498245
1555498245,Sad,n02108551_8879.JPEG,1555498250
1555498250,Neutral,n01514668_7269.JPEG,1555498255
1555498255,Neutral,n07718472_20626.JPEG,1555498260
1555498260,Neutral,n04442312_11458.JPEG,1555498265
1555498265,Neutral,n02101006_4093.JPEG,1555498270
1555498270,Smile,n04357314_3842.JPEG,1555498275
1555498275,Smile,n04606251_11385.JPEG,1555498280
1555498280,Neutral,n04254120_264.JPEG,1555498285
1555498285,Smile,n02097658_1716.JPEG,1555498290
1555498290,Smile,n04509417_2300.JPEG,1555498295
1555498295,Smile,n02089078_1583.JPEG,1555498300
1555498300,Neutral,n01855032_4022.JPEG,1555498305
1555498305,Smile,n02802426_681.JPEG,1555498310
1555498310,Neutral,n04335209_8801.JPEG,1555498315
1555498315,Neutral,n02487347_10991.JPEG,1555498320
1555498320,Neutral,n04273569_26577.JPEG,1555498325
1555498325,Smile,n04252225_23779.JPEG,1555498330
1555498330,Smile,n02124075_843.JPEG,1555498335
1555498335,Neutral,n03128519_10774.JPEG,1555498340
1555498340,Neutral,n01692333_1142.JPEG,1555498345
1555498345,Neutral,n01726692_2575.JPEG,1555498350
1555498350,N/A,n07742313_5751.JPEG,1555498355
