Timestamp Start,Emotion,Image,Timestamp End
1555495233,Smile,n02101006_4093.JPEG,1555495238
1555495238,Neutral,n03720891_5140.JPEG,1555495243
1555495243,Smile,n01855032_4022.JPEG,1555495248
1555495248,Sad,n02086910_6415.JPEG,1555495253
1555495253,Smile,n04252225_23779.JPEG,1555495258
1555495258,Sad,n01689811_2071.JPEG,1555495263
1555495263,Sad,n02802426_681.JPEG,1555495268
1555495268,Smile,n07718472_20626.JPEG,1555495273
1555495273,Neutral,n03128519_10774.JPEG,1555495278
1555495278,Smile,n03710721_2433.JPEG,1555495283
1555495283,Neutral,n01692333_1142.JPEG,1555495288
1555495288,Neutral,n02097658_1716.JPEG,1555495293
1555495293,Smile,n04273569_26577.JPEG,1555495298
1555495298,Smile,n02112350_6940.JPEG,1555495303
1555495303,Neutral,n01726692_2575.JPEG,1555495308
1555495308,Neutral,n03038685_2722.JPEG,1555495313
1555495313,Smile,n03792782_25799.JPEG,1555495318
1555495318,Neutral,n02084071_1558.JPEG,1555495323
1555495323,Neutral,n01693334_10839.JPEG,1555495328
1555495328,Smile,n02013706_2674.JPEG,1555495333
1555495333,Smile,n04606251_11385.JPEG,1555495338
1555495338,Neutral,n04254120_264.JPEG,1555495343
1555495343,Neutral,n02102040_2991.JPEG,1555495348
1555495348,Neutral,n02487347_10991.JPEG,1555495353
1555495353,Sad,n02804414_4311.JPEG,1555495358
1555495358,Smile,n07880968_5785.JPEG,1555495363
1555495363,Neutral,n02880940_5829.JPEG,1555495368
1555495368,Smile,n02328150_10460.JPEG,1555495373
1555495373,Smile,n02690373_3326.JPEG,1555495378
1555495378,Neutral,n04591713_19098.JPEG,1555495383
1555495383,Smile,n02124075_843.JPEG,1555495388
1555495388,Sad,n02108551_8879.JPEG,1555495393
1555495393,Neutral,n07742313_5751.JPEG,1555495398
1555495398,Neutral,n01687978_6809.JPEG,1555495403
1555495403,Sad,n04509417_2300.JPEG,1555495408
1555495408,Sad,n04429376_5135.JPEG,1555495413
1555495413,Smile,n02076196_6918.JPEG,1555495418
1555495418,Neutral,n03770439_1383.JPEG,1555495423
1555495423,Smile,n02107908_2534.JPEG,1555495428
1555495428,Smile,n04357314_3842.JPEG,1555495433
1555495433,Neutral,n04335209_8801.JPEG,1555495438
1555495438,Neutral,n01514668_7269.JPEG,1555495443
1555495443,Neutral,n04442312_11458.JPEG,1555495448
1555495448,Sad,n02089078_1583.JPEG,1555495453
1555495453,Neutral,n07745940_11210.JPEG,1555495458
