Timestamp Start,Emotion,Image,Timestamp End
1552385473,N/A,n02027492_5408.JPEG,1552385475
1552385475,Sad,n02111889_6595.JPEG,1552385477
1552385477,Smile,n02099712_3366.JPEG,1552385479
1552385479,Neutral,n03838899_32827.JPEG,1552385481
1552385481,Smile,n01580077_2121.JPEG,1552385483
1552385483,Smile,n02091467_2856.JPEG,1552385485
1552385485,Neutral,n02086910_6787.JPEG,1552385488
1552385488,Neutral,n01608432_8603.JPEG,1552385491
1552385491,Smile,n07697100_18026.JPEG,1552385494
1552385494,Smile,n09835506_19261.JPEG,1552385497
1552385497,Smile,n01616318_13627.JPEG,1552385500
1552385500,Smile,n03793489_7246.JPEG,1552385504
1552385504,Smile,n01843065_2113.JPEG,1552385508
1552385508,Smile,n03761084_42432.JPEG,1552385512
1552385512,Smile,n01558993_1653.JPEG,1552385516
1552385516,Smile,n02110958_7505.JPEG,1552385520
1552385520,Smile,n02093256_14809.JPEG,1552385525
1552385525,Smile,n02509815_9487.JPEG,1552385530
1552385530,Sad,n01753488_5117.JPEG,1552385535
1552385535,Neutral,n02970849_3052.JPEG,1552385540
1552385540,Smile,n02123394_3770.JPEG,1552385545
1552385545,Smile,n01560419_8624.JPEG,1552385551
1552385551,Neutral,n01514668_4792.JPEG,1552385557
1552385557,Neutral,n02764044_26012.JPEG,1552385563
1552385563,Neutral,n03908714_9577.JPEG,1552385569
1552385569,Smile,n03594945_8620.JPEG,1552385575
1552385575,Smile,n02088238_7585.JPEG,1552385582
1552385582,Neutral,n01820546_6934.JPEG,1552385589
1552385589,Neutral,n02028035_2782.JPEG,1552385596
1552385596,Neutral,n01532829_82.JPEG,1552385603
1552385603,Neutral,n03633091_14821.JPEG,1552385610
1552385610,Smile,n02087394_5846.JPEG,1552385618
1552385618,Smile,n02105505_1191.JPEG,1552385626
1552385626,Smile,n04357314_10184.JPEG,1552385634
1552385634,Smile,n02488291_2742.JPEG,1552385642
1552385642,Smile,n01843383_10242.JPEG,1552385650
1552385650,Smile,n02676566_8925.JPEG,1552385659
1552385659,Sad,n04334599_3843.JPEG,1552385668
1552385668,Smile,n04074963_31104.JPEG,1552385677
1552385677,Smile,n01749939_4627.JPEG,1552385686
1552385686,Smile,n03483316_17231.JPEG,1552385695
1552385695,Smile,n02488702_5061.JPEG,1552385705
1552385705,Smile,n03062245_73.JPEG,1552385715
1552385715,Smile,n03804744_1714.JPEG,1552385725
1552385725,Smile,n02111500_4802.JPEG,1552385735
