Timestamp Start,Emotion,Image,Timestamp End
1555495678,Sad,n07742313_5751.JPEG,1555495683
1555495683,Neutral,n01514668_7269.JPEG,1555495688
1555495688,Neutral,n01855032_4022.JPEG,1555495693
1555495693,Sad,n02804414_4311.JPEG,1555495698
1555495698,Neutral,n04273569_26577.JPEG,1555495703
1555495703,Smile,n02097658_1716.JPEG,1555495708
1555495708,Smile,n02124075_843.JPEG,1555495713
1555495713,Smile,n07880968_5785.JPEG,1555495718
1555495718,Smile,n02487347_10991.JPEG,1555495723
1555495723,Smile,n03792782_25799.JPEG,1555495728
1555495728,Smile,n02076196_6918.JPEG,1555495733
1555495733,Neutral,n04252225_23779.JPEG,1555495738
1555495738,Neutral,n04509417_2300.JPEG,1555495743
1555495743,Sad,n02086910_6415.JPEG,1555495748
1555495748,Neutral,n03710721_2433.JPEG,1555495753
1555495753,Smile,n02112350_6940.JPEG,1555495758
1555495758,Neutral,n03128519_10774.JPEG,1555495763
1555495763,Neutral,n04254120_264.JPEG,1555495768
1555495768,Neutral,n01692333_1142.JPEG,1555495773
1555495773,Smile,n02328150_10460.JPEG,1555495778
1555495778,Neutral,n04429376_5135.JPEG,1555495783
1555495783,Sad,n04357314_3842.JPEG,1555495788
1555495788,Neutral,n04442312_11458.JPEG,1555495793
1555495793,Sad,n02102040_2991.JPEG,1555495798
1555495798,Neutral,n01693334_10839.JPEG,1555495803
1555495803,Neutral,n02690373_3326.JPEG,1555495808
1555495808,Neutral,n02802426_681.JPEG,1555495813
1555495813,Neutral,n04591713_19098.JPEG,1555495818
1555495818,Smile,n02084071_1558.JPEG,1555495823
1555495823,Neutral,n01687978_6809.JPEG,1555495828
1555495828,Neutral,n04335209_8801.JPEG,1555495833
1555495833,Neutral,n03770439_1383.JPEG,1555495838
1555495838,Smile,n07745940_11210.JPEG,1555495843
1555495843,Smile,n02101006_4093.JPEG,1555495848
1555495848,Neutral,n02880940_5829.JPEG,1555495853
1555495853,Neutral,n03038685_2722.JPEG,1555495858
1555495858,Smile,n04606251_11385.JPEG,1555495863
1555495863,Sad,n02108551_8879.JPEG,1555495868
1555495868,Smile,n02089078_1583.JPEG,1555495873
1555495873,Smile,n02013706_2674.JPEG,1555495878
1555495878,Sad,n01689811_2071.JPEG,1555495883
1555495883,Neutral,n07718472_20626.JPEG,1555495888
1555495888,Smile,n02107908_2534.JPEG,1555495893
1555495893,Sad,n01726692_2575.JPEG,1555495898
1555495898,Neutral,n03720891_5140.JPEG,1555495903
