Timestamp Start,Emotion,Image,Timestamp End
1552475585,Neutral,n01534433_10189.JPEG,1552475587
1552475587,Neutral,n01910747_2667.JPEG,1552475589
1552475589,Smile,n03769881_3232.JPEG,1552475591
1552475591,Smile,n01514859_4999.JPEG,1552475593
1552475593,Neutral,n02930766_34511.JPEG,1552475595
1552475595,Smile,n03908618_6133.JPEG,1552475597
1552475597,Smile,n02766320_118.JPEG,1552475600
1552475600,Neutral,n02007558_5077.JPEG,1552475603
1552475603,Neutral,n02503517_5937.JPEG,1552475606
1552475606,Sad,n07693725_11490.JPEG,1552475609
1552475609,Smile,n03400231_20148.JPEG,1552475612
1552475612,Smile,n02883205_18404.JPEG,1552475616
1552475616,Smile,n02324045_1739.JPEG,1552475620
1552475620,Neutral,n02422699_1168.JPEG,1552475624
1552475624,Smile,n02133161_1457.JPEG,1552475628
1552475628,Smile,n02099267_2111.JPEG,1552475632
1552475632,Neutral,n02396427_21816.JPEG,1552475637
1552475637,Smile,n02488291_1279.JPEG,1552475642
1552475642,Neutral,n02105505_2640.JPEG,1552475647
1552475647,Neutral,n02109047_1672.JPEG,1552475652
1552475652,Smile,n07615774_5314.JPEG,1552475657
1552475657,Neutral,n01558993_4657.JPEG,1552475663
1552475663,Neutral,n01734418_15913.JPEG,1552475669
1552475669,Neutral,n01742172_2476.JPEG,1552475675
1552475675,Neutral,n04557648_9268.JPEG,1552475681
1552475681,Smile,n02113799_254.JPEG,1552475687
1552475687,Neutral,n02445715_4774.JPEG,1552475694
1552475694,Smile,n02110806_15510.JPEG,1552475701
1552475701,Neutral,n01532829_2433.JPEG,1552475708
1552475708,Neutral,n01744401_14474.JPEG,1552475715
1552475715,Neutral,n03942813_926.JPEG,1552475722
1552475722,Smile,n02094114_1317.JPEG,1552475730
1552475730,Neutral,n01843065_949.JPEG,1552475738
1552475738,Neutral,n03928116_3710.JPEG,1552475746
1552475746,Neutral,n07734744_491.JPEG,1552475754
1552475754,Neutral,n02105162_7490.JPEG,1552475762
1552475762,Smile,n02094258_457.JPEG,1552475771
1552475771,Neutral,n02484975_390.JPEG,1552475780
1552475780,Neutral,n07745940_2065.JPEG,1552475789
1552475789,Neutral,n03188531_16255.JPEG,1552475798
1552475798,Smile,n02099429_3899.JPEG,1552475807
1552475807,Smile,n03991062_321.JPEG,1552475817
1552475817,Neutral,n03063338_9729.JPEG,1552475827
1552475827,Smile,n03947888_9821.JPEG,1552475837
1552475837,Smile,n04152593_21966.JPEG,1552475847
