Timestamp Start,Emotion,Image,Timestamp End
1555494118,Sad,n01687978_6809.JPEG,1555494123
1555494123,Neutral,n02804414_4311.JPEG,1555494128
1555494128,Neutral,n02802426_681.JPEG,1555494133
1555494133,Smile,n02328150_10460.JPEG,1555494138
1555494138,Sad,n02108551_8879.JPEG,1555494143
1555494143,Neutral,n04335209_8801.JPEG,1555494148
1555494148,Sad,n02102040_2991.JPEG,1555494153
1555494153,Neutral,n02124075_843.JPEG,1555494158
1555494158,Neutral,n02101006_4093.JPEG,1555494163
1555494163,Neutral,n01514668_7269.JPEG,1555494168
1555494168,Neutral,n03792782_25799.JPEG,1555494173
1555494173,Neutral,n02487347_10991.JPEG,1555494178
1555494178,Neutral,n07742313_5751.JPEG,1555494183
1555494183,Neutral,n01693334_10839.JPEG,1555494188
1555494188,Neutral,n02013706_2674.JPEG,1555494193
1555494193,Neutral,n07745940_11210.JPEG,1555494198
1555494198,Neutral,n01855032_4022.JPEG,1555494203
1555494203,Neutral,n04509417_2300.JPEG,1555494208
1555494208,Neutral,n04252225_23779.JPEG,1555494213
1555494213,Neutral,n02076196_6918.JPEG,1555494218
1555494218,Smile,n07880968_5785.JPEG,1555494223
1555494223,Neutral,n04442312_11458.JPEG,1555494228
1555494228,Sad,n02086910_6415.JPEG,1555494233
1555494233,Neutral,n02690373_3326.JPEG,1555494238
1555494238,Neutral,n01689811_2071.JPEG,1555494243
1555494243,Neutral,n01692333_1142.JPEG,1555494248
1555494248,Neutral,n03770439_1383.JPEG,1555494253
1555494253,Sad,n02097658_1716.JPEG,1555494258
1555494258,Neutral,n01726692_2575.JPEG,1555494263
1555494263,Neutral,n04606251_11385.JPEG,1555494268
1555494268,Neutral,n03038685_2722.JPEG,1555494273
1555494273,Neutral,n04429376_5135.JPEG,1555494278
1555494278,Neutral,n02880940_5829.JPEG,1555494283
1555494283,Neutral,n04591713_19098.JPEG,1555494288
1555494288,Neutral,n04254120_264.JPEG,1555494293
1555494293,Neutral,n07718472_20626.JPEG,1555494298
1555494298,Smile,n02112350_6940.JPEG,1555494303
1555494303,Neutral,n02084071_1558.JPEG,1555494308
1555494308,N/A,n02107908_2534.JPEG,1555494313
1555494313,Smile,n03128519_10774.JPEG,1555494318
1555494318,Sad,n02089078_1583.JPEG,1555494323
1555494323,Neutral,n04357314_3842.JPEG,1555494328
1555494328,Neutral,n03720891_5140.JPEG,1555494333
1555494333,Neutral,n04273569_26577.JPEG,1555494338
1555494338,Neutral,n03710721_2433.JPEG,1555494343
