Timestamp Start,Emotion,Image,Timestamp End
1552474386,Sad,n01532829_2433.JPEG,1552474388
1552474388,Neutral,n02133161_1457.JPEG,1552474390
1552474390,Sad,n01734418_15913.JPEG,1552474392
1552474392,Neutral,n03063338_9729.JPEG,1552474394
1552474394,Neutral,n03400231_20148.JPEG,1552474396
1552474396,Neutral,n01514859_4999.JPEG,1552474398
1552474398,Smile,n02324045_1739.JPEG,1552474401
1552474401,N/A,n03928116_3710.JPEG,1552474404
1552474404,Neutral,n03947888_9821.JPEG,1552474407
1552474407,Neutral,n01534433_10189.JPEG,1552474410
1552474410,Neutral,n07734744_491.JPEG,1552474413
1552474413,Neutral,n02930766_34511.JPEG,1552474417
1552474417,Neutral,n07615774_5314.JPEG,1552474421
1552474421,Neutral,n02109047_1672.JPEG,1552474425
1552474425,Smile,n02105162_7490.JPEG,1552474429
1552474429,Neutral,n02422699_1168.JPEG,1552474433
1552474433,Neutral,n01843065_949.JPEG,1552474438
1552474438,Neutral,n02105505_2640.JPEG,1552474443
1552474443,Neutral,n01742172_2476.JPEG,1552474448
1552474448,Neutral,n03942813_926.JPEG,1552474453
1552474453,Neutral,n03908618_6133.JPEG,1552474458
1552474458,Neutral,n02503517_5937.JPEG,1552474464
1552474464,Smile,n02094258_457.JPEG,1552474470
1552474470,Neutral,n02484975_390.JPEG,1552474476
1552474476,Smile,n02883205_18404.JPEG,1552474482
1552474482,Smile,n02488291_1279.JPEG,1552474488
1552474488,Sad,n02099267_2111.JPEG,1552474495
1552474495,Neutral,n07745940_2065.JPEG,1552474502
1552474502,Neutral,n01910747_2667.JPEG,1552474509
1552474509,Neutral,n03991062_321.JPEG,1552474516
1552474516,Smile,n02766320_118.JPEG,1552474523
1552474523,Neutral,n02445715_4774.JPEG,1552474531
1552474531,Smile,n02113799_254.JPEG,1552474539
1552474539,Smile,n02094114_1317.JPEG,1552474547
1552474547,Sad,n02110806_15510.JPEG,1552474555
1552474555,Smile,n02099429_3899.JPEG,1552474563
1552474563,Neutral,n01744401_14474.JPEG,1552474572
1552474572,Sad,n03769881_3232.JPEG,1552474581
1552474581,Neutral,n02007558_5077.JPEG,1552474590
1552474590,Neutral,n04152593_21966.JPEG,1552474599
1552474599,Sad,n02396427_21816.JPEG,1552474608
1552474608,Neutral,n03188531_16255.JPEG,1552474618
1552474618,Neutral,n04557648_9268.JPEG,1552474628
1552474628,Neutral,n01558993_4657.JPEG,1552474638
1552474638,Neutral,n07693725_11490.JPEG,1552474648
