Timestamp Start,Emotion,Image,Timestamp End
1555503047,Neutral,n02690373_3326.JPEG,1555503052
1555503052,Sad,n03128519_10774.JPEG,1555503057
1555503057,Smile,n01687978_6809.JPEG,1555503062
1555503062,Sad,n02089078_1583.JPEG,1555503067
1555503067,Smile,n02804414_4311.JPEG,1555503072
1555503072,Smile,n03720891_5140.JPEG,1555503077
1555503077,Neutral,n01689811_2071.JPEG,1555503082
1555503082,Smile,n01693334_10839.JPEG,1555503087
1555503087,Sad,n02076196_6918.JPEG,1555503092
1555503092,Neutral,n04357314_3842.JPEG,1555503097
1555503097,Sad,n02802426_681.JPEG,1555503102
1555503102,Neutral,n03038685_2722.JPEG,1555503107
1555503107,Smile,n04606251_11385.JPEG,1555503112
1555503112,Neutral,n03770439_1383.JPEG,1555503117
1555503117,Neutral,n04509417_2300.JPEG,1555503122
1555503122,N/A,n02880940_5829.JPEG,1555503127
1555503127,Neutral,n02328150_10460.JPEG,1555503132
1555503132,Neutral,n01726692_2575.JPEG,1555503137
1555503137,Sad,n04442312_11458.JPEG,1555503142
1555503142,Smile,n04273569_26577.JPEG,1555503147
1555503147,Smile,n02086910_6415.JPEG,1555503152
1555503152,Smile,n01855032_4022.JPEG,1555503157
1555503157,N/A,n02124075_843.JPEG,1555503162
1555503162,Neutral,n02097658_1716.JPEG,1555503167
1555503167,Smile,n02487347_10991.JPEG,1555503172
1555503172,Neutral,n01692333_1142.JPEG,1555503177
1555503177,Smile,n02013706_2674.JPEG,1555503182
1555503182,Neutral,n07745940_11210.JPEG,1555503187
1555503187,Sad,n03792782_25799.JPEG,1555503192
1555503192,Neutral,n07742313_5751.JPEG,1555503197
1555503197,Sad,n01514668_7269.JPEG,1555503202
1555503202,Neutral,n04429376_5135.JPEG,1555503207
1555503207,Smile,n02084071_1558.JPEG,1555503212
1555503212,Neutral,n02107908_2534.JPEG,1555503217
1555503217,Smile,n03710721_2433.JPEG,1555503222
1555503222,Neutral,n04591713_19098.JPEG,1555503227
1555503227,Smile,n02112350_6940.JPEG,1555503232
1555503232,Neutral,n02101006_4093.JPEG,1555503237
1555503237,Sad,n04254120_264.JPEG,1555503242
1555503242,Sad,n02108551_8879.JPEG,1555503247
1555503247,Smile,n07880968_5785.JPEG,1555503252
1555503252,Smile,n07718472_20626.JPEG,1555503257
1555503257,Neutral,n04252225_23779.JPEG,1555503262
1555503262,Sad,n04335209_8801.JPEG,1555503267
1555503267,Smile,n02102040_2991.JPEG,1555503272
