Timestamp Start,Emotion,Image,Timestamp End
1552386416,N/A,n01532829_82.JPEG,1552386418
1552386418,Sad,n02676566_8925.JPEG,1552386420
1552386420,N/A,n04357314_10184.JPEG,1552386422
1552386422,N/A,n03804744_1714.JPEG,1552386424
1552386424,Sad,n01753488_5117.JPEG,1552386426
1552386426,N/A,n02111500_4802.JPEG,1552386428
1552386428,Smile,n02110958_7505.JPEG,1552386431
1552386431,Smile,n02087394_5846.JPEG,1552386434
1552386434,Sad,n03633091_14821.JPEG,1552386437
1552386437,N/A,n01608432_8603.JPEG,1552386440
1552386440,Neutral,n03483316_17231.JPEG,1552386443
1552386443,Neutral,n02764044_26012.JPEG,1552386447
1552386447,Sad,n01749939_4627.JPEG,1552386451
1552386451,Smile,n01843383_10242.JPEG,1552386455
1552386455,Smile,n01616318_13627.JPEG,1552386459
1552386459,Neutral,n03761084_42432.JPEG,1552386463
1552386463,Sad,n02028035_2782.JPEG,1552386468
1552386468,Neutral,n03908714_9577.JPEG,1552386473
1552386473,Smile,n02088238_7585.JPEG,1552386478
1552386478,Neutral,n02093256_14809.JPEG,1552386483
1552386483,Neutral,n01514668_4792.JPEG,1552386488
1552386488,Neutral,n01843065_2113.JPEG,1552386494
1552386494,Neutral,n03062245_73.JPEG,1552386500
1552386500,Smile,n02509815_9487.JPEG,1552386506
1552386506,Neutral,n01560419_8624.JPEG,1552386512
1552386512,Smile,n02488291_2742.JPEG,1552386518
1552386518,Neutral,n02970849_3052.JPEG,1552386525
1552386525,Neutral,n01580077_2121.JPEG,1552386532
1552386532,Neutral,n01558993_1653.JPEG,1552386539
1552386539,Neutral,n03793489_7246.JPEG,1552386546
1552386546,Smile,n02099712_3366.JPEG,1552386553
1552386553,Smile,n02111889_6595.JPEG,1552386561
1552386561,Neutral,n03838899_32827.JPEG,1552386569
1552386569,Smile,n02123394_3770.JPEG,1552386577
1552386577,Neutral,n09835506_19261.JPEG,1552386585
1552386585,Neutral,n04074963_31104.JPEG,1552386593
1552386593,Neutral,n03594945_8620.JPEG,1552386602
1552386602,Smile,n02091467_2856.JPEG,1552386611
1552386611,Neutral,n02027492_5408.JPEG,1552386620
1552386620,Neutral,n01820546_6934.JPEG,1552386629
1552386629,Smile,n02086910_6787.JPEG,1552386638
1552386638,Neutral,n02488702_5061.JPEG,1552386648
1552386648,Smile,n02105505_1191.JPEG,1552386658
1552386658,Neutral,n04334599_3843.JPEG,1552386668
1552386668,Smile,n07697100_18026.JPEG,1552386678
