Timestamp Start,Emotion,Image,Timestamp End
1555494713,Smile,n02013706_2674.JPEG,1555494718
1555494718,Sad,n04509417_2300.JPEG,1555494723
1555494723,Sad,n04335209_8801.JPEG,1555494728
1555494728,Smile,n04357314_3842.JPEG,1555494733
1555494733,Smile,n02487347_10991.JPEG,1555494738
1555494738,Sad,n02124075_843.JPEG,1555494743
1555494743,Neutral,n02101006_4093.JPEG,1555494748
1555494748,Sad,n04252225_23779.JPEG,1555494753
1555494753,Sad,n04254120_264.JPEG,1555494758
1555494758,Sad,n02108551_8879.JPEG,1555494763
1555494763,Neutral,n01692333_1142.JPEG,1555494768
1555494768,Sad,n01514668_7269.JPEG,1555494773
1555494773,Smile,n07742313_5751.JPEG,1555494778
1555494778,Sad,n03038685_2722.JPEG,1555494783
1555494783,Neutral,n02102040_2991.JPEG,1555494788
1555494788,Neutral,n02107908_2534.JPEG,1555494793
1555494793,Sad,n02690373_3326.JPEG,1555494798
1555494798,Neutral,n04442312_11458.JPEG,1555494803
1555494803,Sad,n03128519_10774.JPEG,1555494808
1555494808,Smile,n07880968_5785.JPEG,1555494813
1555494813,Neutral,n03720891_5140.JPEG,1555494818
1555494818,Smile,n07718472_20626.JPEG,1555494823
1555494823,Smile,n03770439_1383.JPEG,1555494828
1555494828,Neutral,n02328150_10460.JPEG,1555494833
1555494833,Neutral,n02802426_681.JPEG,1555494838
1555494838,Neutral,n01693334_10839.JPEG,1555494843
1555494843,Smile,n04591713_19098.JPEG,1555494848
1555494848,Neutral,n02076196_6918.JPEG,1555494853
1555494853,Sad,n01726692_2575.JPEG,1555494858
1555494858,Smile,n07745940_11210.JPEG,1555494863
1555494863,Neutral,n04606251_11385.JPEG,1555494868
1555494868,Neutral,n02084071_1558.JPEG,1555494873
1555494873,Neutral,n02089078_1583.JPEG,1555494878
1555494878,Neutral,n04429376_5135.JPEG,1555494883
1555494883,Sad,n02086910_6415.JPEG,1555494888
1555494888,Sad,n02097658_1716.JPEG,1555494893
1555494893,Neutral,n02880940_5829.JPEG,1555494898
1555494898,Smile,n02804414_4311.JPEG,1555494903
1555494903,Smile,n04273569_26577.JPEG,1555494908
1555494908,Neutral,n03792782_25799.JPEG,1555494913
1555494913,Smile,n03710721_2433.JPEG,1555494918
1555494918,Neutral,n01687978_6809.JPEG,1555494923
1555494923,Sad,n01689811_2071.JPEG,1555494928
1555494928,Neutral,n02112350_6940.JPEG,1555494933
1555494933,Sad,n01855032_4022.JPEG,1555494938
