Timestamp Start,Emotion,Image,Timestamp End
1552481158,Smile,n02488291_1279.JPEG,1552481160
1552481160,Sad,n04557648_9268.JPEG,1552481162
1552481162,Smile,n01742172_2476.JPEG,1552481164
1552481164,Smile,n02445715_4774.JPEG,1552481166
1552481166,Smile,n02133161_1457.JPEG,1552481168
1552481168,Sad,n03769881_3232.JPEG,1552481170
1552481170,Sad,n02094114_1317.JPEG,1552481173
1552481173,Smile,n07615774_5314.JPEG,1552481176
1552481176,Smile,n01843065_949.JPEG,1552481179
1552481179,Sad,n02883205_18404.JPEG,1552481182
1552481182,Sad,n02109047_1672.JPEG,1552481185
1552481185,Smile,n03947888_9821.JPEG,1552481189
1552481189,Smile,n02484975_390.JPEG,1552481193
1552481193,Smile,n07693725_11490.JPEG,1552481197
1552481197,Sad,n03188531_16255.JPEG,1552481201
1552481201,Smile,n01734418_15913.JPEG,1552481205
1552481205,Smile,n03942813_926.JPEG,1552481210
1552481210,Smile,n07745940_2065.JPEG,1552481215
1552481215,Smile,n01514859_4999.JPEG,1552481220
1552481220,Smile,n02099267_2111.JPEG,1552481225
1552481225,Smile,n02930766_34511.JPEG,1552481230
1552481230,Sad,n02105162_7490.JPEG,1552481236
1552481236,Smile,n03400231_20148.JPEG,1552481242
1552481242,Smile,n04152593_21966.JPEG,1552481248
1552481248,Smile,n03928116_3710.JPEG,1552481254
1552481254,Smile,n01558993_4657.JPEG,1552481260
1552481260,Sad,n03908618_6133.JPEG,1552481267
1552481267,Sad,n03063338_9729.JPEG,1552481274
1552481274,Smile,n02007558_5077.JPEG,1552481281
1552481281,Sad,n02110806_15510.JPEG,1552481288
1552481288,Smile,n07734744_491.JPEG,1552481295
1552481295,Smile,n02396427_21816.JPEG,1552481303
1552481303,Sad,n02766320_118.JPEG,1552481311
1552481311,Sad,n02094258_457.JPEG,1552481319
1552481319,Smile,n02503517_5937.JPEG,1552481327
1552481327,Smile,n01534433_10189.JPEG,1552481335
1552481335,Smile,n02324045_1739.JPEG,1552481344
1552481344,Neutral,n02422699_1168.JPEG,1552481353
1552481353,Smile,n01910747_2667.JPEG,1552481362
1552481362,Sad,n02099429_3899.JPEG,1552481371
1552481371,Smile,n01532829_2433.JPEG,1552481380
1552481380,Sad,n02105505_2640.JPEG,1552481390
1552481390,Sad,n02113799_254.JPEG,1552481400
1552481400,Smile,n03991062_321.JPEG,1552481410
1552481410,Smile,n01744401_14474.JPEG,1552481420
