Timestamp Start,Emotion,Image,Timestamp End
1552480699,Smile,n03793489_7246.JPEG,1552480701
1552480701,Neutral,n02105505_1191.JPEG,1552480703
1552480703,N/A,n02110958_7505.JPEG,1552480705
1552480705,Neutral,n02028035_2782.JPEG,1552480707
1552480707,Sad,n03761084_42432.JPEG,1552480709
1552480709,Neutral,n04074963_31104.JPEG,1552480711
1552480711,Smile,n02088238_7585.JPEG,1552480714
1552480714,Smile,n03594945_8620.JPEG,1552480717
1552480717,Neutral,n03838899_32827.JPEG,1552480720
1552480720,Smile,n02509815_9487.JPEG,1552480723
1552480723,Smile,n02488702_5061.JPEG,1552480726
1552480726,Smile,n01580077_2121.JPEG,1552480730
1552480730,Sad,n03062245_73.JPEG,1552480734
1552480734,Smile,n02027492_5408.JPEG,1552480738
1552480738,Smile,n02488291_2742.JPEG,1552480742
1552480742,Neutral,n02123394_3770.JPEG,1552480746
1552480746,Smile,n01843065_2113.JPEG,1552480751
1552480751,Neutral,n01558993_1653.JPEG,1552480756
1552480756,Smile,n03804744_1714.JPEG,1552480761
1552480761,Smile,n03483316_17231.JPEG,1552480766
1552480766,Neutral,n02086910_6787.JPEG,1552480771
1552480771,Sad,n02099712_3366.JPEG,1552480777
1552480777,Smile,n02764044_26012.JPEG,1552480783
1552480783,Smile,n09835506_19261.JPEG,1552480789
1552480789,Smile,n01514668_4792.JPEG,1552480795
1552480795,Smile,n03633091_14821.JPEG,1552480801
1552480801,Smile,n01753488_5117.JPEG,1552480808
1552480808,Smile,n01749939_4627.JPEG,1552480815
1552480815,Smile,n04334599_3843.JPEG,1552480822
1552480822,Neutral,n01532829_82.JPEG,1552480829
1552480829,Sad,n02111889_6595.JPEG,1552480836
1552480836,Sad,n02093256_14809.JPEG,1552480844
1552480844,Smile,n04357314_10184.JPEG,1552480852
1552480852,Neutral,n02087394_5846.JPEG,1552480860
1552480860,Sad,n02111500_4802.JPEG,1552480868
1552480868,Neutral,n03908714_9577.JPEG,1552480876
1552480876,Smile,n01616318_13627.JPEG,1552480885
1552480885,Smile,n07697100_18026.JPEG,1552480894
1552480894,Sad,n02676566_8925.JPEG,1552480903
1552480903,Smile,n01843383_10242.JPEG,1552480912
1552480912,Sad,n02091467_2856.JPEG,1552480921
1552480921,Smile,n01820546_6934.JPEG,1552480931
1552480931,Smile,n01560419_8624.JPEG,1552480941
1552480941,Smile,n02970849_3052.JPEG,1552480951
1552480951,Neutral,n01608432_8603.JPEG,1552480961
